t_ms,ax,ay,az,emg_env,emg_raw
1231446,0.18869,0.30172,0.90478,0.0,0.3086
1231462,0.19002,0.30241,0.90758,0.1845,0.5391
1231478,0.18816,0.3008,0.90766,0.4263,0.4336
1231494,0.18737,0.30284,0.90506,0.2957,0.1378
1231510,0.18796,0.30194,0.90672,0.0,0.0
1231526,0.18843,0.3034,0.9063,0.0,0.3054
1231542,0.18991,0.30219,0.90649,0.1877,0.5407
1231558,0.18915,0.30058,0.90713,0.4215,0.4239
1231574,0.18888,0.30429,0.90553,0.307,0.1362
1231590,0.18833,0.30018,0.90628,0.0,0.0
1231606,0.18865,0.30252,0.90725,0.0,0.307
1231622,0.18936,0.30188,0.90558,0.1547,0.531
1231638,0.18946,0.30345,0.90478,0.4199,0.4763
1231654,0.18868,0.30126,0.90744,0.3562,0.1716
1231671,0.18847,0.30231,0.90649,0.0,0.0
1231687,0.18949,0.30157,0.90603,0.0,0.2434
1231703,0.18784,0.30445,0.9085,0.0701,0.5085
1231719,0.18804,0.30319,0.9052,0.3989,0.5085
1231735,0.18758,0.30055,0.90489,0.3948,0.203
1231751,0.1883,0.30207,0.90971,0.0,0.0
1231767,0.18951,0.30299,0.9038,0.0,0.17
1231783,0.1893,0.30317,0.90496,0.0741,0.5077
1231799,0.18815,0.30186,0.90937,0.3972,0.5053
1231815,0.18739,0.30307,0.90499,0.3836,0.199
1231831,0.18763,0.30282,0.90736,0.0,0.0
1231847,0.19,0.30289,0.90666,0.0,0.1748
1231863,0.18974,0.30158,0.90451,0.0242,0.4843
1231879,0.1898,0.30113,0.90709,0.3924,0.4956
1231895,0.18884,0.30355,0.90744,0.3811,0.1982
1231911,0.18727,0.30239,0.90522,0.0,0.0
1231927,0.18887,0.30464,0.90741,0.0,0.1829
1231943,0.18888,0.30315,0.90688,0.0234,0.4859
1231959,0.18951,0.30273,0.90573,0.3602,0.5262
1231975,0.18999,0.30115,0.90728,0.3795,0.1926
1231991,0.18937,0.30175,0.90615,0.0,0.0
1232007,0.18775,0.3028,0.90662,0.0,0.1893
1232023,0.18732,0.30345,0.90653,0.0209,0.4827
1232039,0.18955,0.30017,0.90632,0.3715,0.5262
1232055,0.18879,0.30291,0.90726,0.3956,0.2313
1232071,0.18847,0.3047,0.90454,0.0,0.0064
1232087,0.18727,0.30302,0.90588,0.0,0.112
1232103,0.18775,0.30386,0.90843,0.0,0.4593
1232120,0.18868,0.3024,0.90537,0.3263,0.5359
1232136,0.18998,0.30128,0.90609,0.386,0.2635
1232152,0.19076,0.30069,0.90788,0.0161,0.025
1232168,0.18875,0.30555,0.90465,0.0,0.0201
1232184,0.18804,0.30103,0.90459,0.0,0.4215
1232200,0.18832,0.30063,0.90627,0.2675,0.5439
1232216,0.18775,0.30402,0.90519,0.3956,0.2683
1232232,0.18916,0.30223,0.90423,0.0169,0.0218
1232248,0.18993,0.29702,0.90437,0.0,0.0105
1232264,0.18652,0.30413,0.90841,0.0,0.4101
1232280,0.18515,0.30668,0.90218,0.2506,0.5391
1232296,0.18855,0.3022,0.9059,0.3956,0.2675
1232312,0.19257,0.29673,0.90874,0.0242,0.0234
1232328,0.19179,0.30194,0.90458,0.0,0.0129
1232344,0.18987,0.30287,0.90609,0.0,0.4085
1232360,0.18649,0.30191,0.90883,0.2554,0.5399
1232376,0.1861,0.30109,0.90591,0.3908,0.3191
1232392,0.188,0.30644,0.90524,0.1926,0.0814
1232408,0.19099,0.3013,0.90658,0.0,0.0
