t_ms,ax,ay,az,emg_env,emg_raw
1293119,0.11845,-0.14099,0.95611,0.0,0.2909
1293135,0.11748,-0.13944,0.95685,0.1764,0.7478
1293151,0.12104,-0.13714,0.9559,0.3989,0.6866
1293167,0.12112,-0.13491,0.95646,0.3658,0.2659
1293184,0.12269,-0.13914,0.95428,0.0,0.0
1293200,0.11937,-0.13744,0.95702,0.0,0.1958
1293216,0.11752,-0.13437,0.95732,0.0927,0.693
1293232,0.11963,-0.1377,0.95617,0.39,0.7551
1293248,0.12009,-0.13979,0.95678,0.386,0.3441
1293264,0.12005,-0.14205,0.95599,0.0,0.0
1293280,0.11924,-0.14144,0.95598,0.0,0.0959
1293296,0.11945,-0.14107,0.95504,0.0201,0.6254
1293312,0.11928,-0.1391,0.9557,0.3691,0.7929
1293328,0.12135,-0.14275,0.95566,0.3892,0.3425
1293344,0.12051,-0.1425,0.95518,0.0,0.0
1293360,0.11867,-0.13892,0.95632,0.0,0.0935
1293376,0.11986,-0.13637,0.95547,0.0073,0.6221
1293392,0.12008,-0.14001,0.95536,0.3715,0.7857
1293408,0.12286,-0.13953,0.95451,0.3964,0.3425
1293424,0.11846,-0.13473,0.95726,0.0,0.0097
1293440,0.11924,-0.13518,0.95707,0.0,0.0765
1293456,0.11982,-0.13563,0.95541,0.0081,0.6132
1293472,0.11924,-0.13869,0.95554,0.357,0.7954
1293488,0.12218,-0.13693,0.95529,0.3924,0.3554
1293504,0.1189,-0.14037,0.95576,0.0,0.0113
1293520,0.11933,-0.14117,0.95604,0.0,0.0749
1293536,0.11937,-0.13905,0.95811,0.0048,0.6092
1293552,0.12209,-0.14043,0.95554,0.3578,0.7937
1293569,0.12028,-0.13879,0.95639,0.3964,0.4336
1293585,0.11966,-0.13923,0.95586,0.0,0.0314
1293601,0.11988,-0.14325,0.95593,0.0,0.0
1293617,0.1194,-0.14367,0.95641,0.0,0.5351
1293633,0.11965,-0.1384,0.95521,0.2949,0.7937
1293649,0.12064,-0.13742,0.95546,0.3924,0.494
1293665,0.11872,-0.13964,0.95735,0.0951,0.0782
1293681,0.12183,-0.14321,0.95552,0.0,0.0
1293697,0.12027,-0.14223,0.95472,0.0,0.4537
1293713,0.11819,-0.13711,0.9562,0.2506,0.7857
1293731,0.11967,-0.13589,0.95701,0.4279,0.7003
1293747,0.12125,-0.13705,0.9557,0.3545,0.2732
1293763,0.12144,-0.13684,0.95416,0.0,0.0
1293779,0.11984,-0.13608,0.95572,0.0,0.1901
1293795,0.11893,-0.13723,0.95663,0.091,0.6906
1293811,0.11866,-0.13803,0.95572,0.4021,0.7663
1293828,0.1209,-0.13747,0.95645,0.3884,0.3521
1293844,0.11868,-0.13833,0.95726,0.0,0.0073
1293860,0.12186,-0.14019,0.95394,0.0,0.0765
1293876,0.11945,-0.13804,0.95537,0.004,0.61
1293892,0.12065,-0.1384,0.95722,0.3521,0.7954
1293908,0.12107,-0.13673,0.95504,0.4013,0.4384
1293924,0.12188,-0.13844,0.95374,0.0,0.0274
1293940,0.11987,-0.14322,0.95551,0.0,0.0
1293957,0.11885,-0.13877,0.95798,0.0,0.5367
1293973,0.12044,-0.13842,0.95533,0.307,0.797
1293989,0.11984,-0.13882,0.95568,0.3964,0.5028
1294005,0.11861,-0.13671,0.95712,0.0854,0.0765
1294021,0.12066,-0.13454,0.95604,0.0,0.0
1294037,0.12029,-0.13602,0.95757,0.0,0.4505
1294053,0.1196,-0.13892,0.95649,0.2305,0.7857
1294069,0.11909,-0.14014,0.95546,0.3948,0.5834
1294086,0.12123,-0.13916,0.95461,0.2321,0.1491
1294102,0.12045,-0.14326,0.9556,0.0,0.0
1294118,0.12131,-0.14409,0.95449,0.0,0.357
1294134,0.12004,-0.14274,0.95502,0.1901,0.7639
1294150,0.12098,-0.13928,0.95576,0.4279,0.6616
1294166,0.12125,-0.13916,0.95633,0.2973,0.2168
1294182,0.12079,-0.13792,0.95557,0.0,0.0
1294198,0.11927,-0.13787,0.95655,0.0,0.2683
1294214,0.122,-0.14383,0.95329,0.166,0.7382
1294231,0.1206,-0.14583,0.95526,0.4231,0.718
1294247,0.12053,-0.13837,0.95549,0.3699,0.2933
1294263,0.12118,-0.13573,0.95565,0.0,0.0
1294279,0.11965,-0.13348,0.95564,0.0,0.1764
1294295,0.12017,-0.13751,0.95562,0.0733,0.6809
1294311,0.11885,-0.13835,0.95581,0.4037,0.7736
1294327,0.1203,-0.13964,0.95557,0.386,0.3602
1294343,0.12031,-0.13914,0.95477,0.0,0.0137
1294360,0.11984,-0.13104,0.95574,0.0,0.0612
1294376,0.12104,-0.1257,0.95653,0.0,0.6019
1294392,0.1215,-0.12886,0.95761,0.3457,0.8034
1294408,0.12049,-0.13309,0.95531,0.4053,0.4481
1294424,0.11835,-0.13636,0.95717,0.0,0.0298
1294440,0.11958,-0.1412,0.95666,0.0,0.0
1294456,0.12117,-0.14693,0.95473,0.0,0.5238
1294472,0.11989,-0.13504,0.95718,0.2917,0.7986
1294488,0.12074,-0.12761,0.96358,0.3956,0.523
1294505,0.12396,-0.12877,0.95877,0.1233,0.0894
1294521,0.12138,-0.13108,0.95515,0.0,0.0
1294537,0.11915,-0.13628,0.95542,0.0,0.436
1294553,0.12074,-0.13734,0.95608,0.2297,0.7825
1294569,0.11951,-0.13845,0.95771,0.4101,0.5939
1294585,0.11889,-0.13897,0.95734,0.249,0.1579
1294601,0.11982,-0.13868,0.95726,0.0,0.0
1294617,0.11983,-0.13891,0.95737,0.0,0.3481
1294633,0.12227,-0.13681,0.9546,0.1877,0.7663
1294650,0.11866,-0.13336,0.95737,0.4182,0.6745
1294666,0.12175,-0.13086,0.95722,0.3062,0.2248
1294682,0.12218,-0.13075,0.95713,0.0,0.0
1294698,0.12015,-0.13223,0.95828,0.0,0.2554
1294714,0.12164,-0.13384,0.956,0.1523,0.7341
1294730,0.1195,-0.13437,0.9563,0.4223,0.7325
1294746,0.12041,-0.12977,0.95807,0.3715,0.3022
1294762,0.12025,-0.13301,0.95806,0.0,0.0
1294778,0.12341,-0.13586,0.95535,0.0,0.2482
1294794,0.12386,-0.13168,0.95382,0.141,0.7277
1294810,0.12054,-0.1272,0.95904,0.4271,0.7373
1294826,0.12041,-0.12853,0.95696,0.3795,0.3135
1294842,0.12001,-0.13187,0.95523,0.0,0.0
1294858,0.11978,-0.13111,0.95811,0.0,0.2442
1294874,0.1208,-0.136,0.95713,0.1337,0.7196
1294890,0.12204,-0.13997,0.95493,0.4109,0.7422
1294906,0.12349,-0.13948,0.9552,0.3811,0.3199
1294922,0.11945,-0.13061,0.95847,0.0,0.0
1294938,0.12161,-0.12885,0.95853,0.0,0.2385
1294954,0.1215,-0.12908,0.95788,0.1241,0.7156
1294970,0.12245,-0.13037,0.95498,0.3964,0.7462
1294986,0.12098,-0.13121,0.95604,0.3884,0.3199
1295002,0.11985,-0.13,0.95696,0.0,0.0008
1295018,0.1211,-0.12932,0.95772,0.0,0.2264
1295034,0.12176,-0.13095,0.95655,0.1128,0.7059
1295050,0.1198,-0.13028,0.95776,0.4061,0.751
1295066,0.12032,-0.13509,0.95621,0.3884,0.3312
1295084,0.12066,-0.14119,0.95559,0.004,0.0419
1295100,0.12058,-0.13799,0.95639,0.0,0.0
1295116,0.12067,-0.13283,0.95623,0.0,0.4843
1295132,0.1229,-0.13053,0.95725,0.2563,0.7945
1295148,0.1213,-0.12755,0.9566,0.3948,0.5496
1295164,0.12094,-0.13183,0.9561,0.1893,0.1217
1295180,0.1181,-0.133,0.95815,0.0,0.0
1295197,0.12189,-0.13774,0.955,0.0,0.3948
1295213,0.11878,-0.1373,0.95766,0.2054,0.7663
1295229,0.12074,-0.13516,0.95662,0.4303,0.6237
1295245,0.12004,-0.13013,0.95885,0.3183,0.1901
1295261,0.12188,-0.13255,0.95748,0.0,0.0
1295277,0.12069,-0.13415,0.95684,0.0,0.307
1295293,0.12069,-0.13429,0.95689,0.1813,0.7599
1295309,0.12065,-0.12745,0.96519,0.4247,0.6826
1295325,0.12062,-0.12592,0.9698,0.3441,0.2554
1295341,0.12284,-0.12335,0.96951,0.0,0.0
1295357,0.12249,-0.12027,0.97445,0.0,0.3022
1295373,0.12124,-0.12994,0.95914,0.1837,0.7567
1295389,0.11863,-0.13628,0.95252,0.4069,0.6906
1295405,0.12291,-0.14077,0.96227,0.3691,0.2635
1295421,0.11796,-0.14178,0.94754,0.0,0.0
1295437,0.12122,-0.13293,0.9539,0.0,0.2982
1295453,0.1199,-0.1181,0.97839,0.1789,0.7567
1295469,0.12223,-0.12444,0.96635,0.4279,0.7051
1295485,0.1219,-0.13636,0.95658,0.3545,0.2659
1295502,0.11937,-0.13551,0.95793,0.0,0.0
1295518,0.12124,-0.12955,0.95794,0.0,0.2014
1295534,0.12136,-0.1311,0.95741,0.0975,0.6954
1295550,0.11931,-0.13371,0.95786,0.3972,0.7583
1295566,0.12108,-0.13649,0.95536,0.386,0.3505
1295582,0.11854,-0.13754,0.96366,0.0,0.004
1295598,0.12206,-0.13616,0.9563,0.0,0.0943
1295614,0.12374,-0.13023,0.955,0.0169,0.6254
1295630,0.12143,-0.12249,0.96196,0.3674,0.7962
1295647,0.11942,-0.13354,0.95616,0.3956,0.4311
1295663,0.12199,-0.13166,0.96402,0.0,0.025
1295679,0.12248,-0.1266,0.9657,0.0,0.0
1295695,0.12223,-0.12822,0.95908,0.0,0.5488
1295711,0.11963,-0.13379,0.9507,0.3038,0.8018
1295727,0.12101,-0.13593,0.9499,0.3972,0.494
1295743,0.11924,-0.13648,0.94773,0.0636,0.0685
1295759,0.12158,-0.12552,0.96517,0.0,0.0
1295775,0.1233,-0.13337,0.95784,0.0,0.4609
1295792,0.12164,-0.12684,0.95639,0.2393,0.7889
1295808,0.12127,-0.13095,0.95441,0.3916,0.5754
1295824,0.11879,-0.13546,0.95396,0.2281,0.141
1295840,0.12237,-0.13475,0.95686,0.0,0.0
1295856,0.12043,-0.13874,0.95192,0.0,0.3674
1295872,0.12138,-0.13221,0.95539,0.199,0.7663
1295888,0.12214,-0.13015,0.95782,0.4207,0.6487
1295904,0.12073,-0.13687,0.95326,0.2925,0.2022
1295921,0.12392,-0.12997,0.95978,0.0,0.0
1295937,0.11921,-0.13223,0.9649,0.0,0.2796
1295953,0.12266,-0.14091,0.94342,0.1716,0.7462
1295969,0.1226,-0.12272,0.97653,0.4223,0.7132
1295985,0.12194,-0.13593,0.94574,0.3562,0.2845
1296001,0.12128,-0.13669,0.95336,0.0,0.0
1296017,0.12221,-0.13205,0.95156,0.0,0.1893
1296033,0.12232,-0.13429,0.96175,0.0854,0.6898
1296049,0.11803,-0.13766,0.9497,0.3989,0.768
1296066,0.1222,-0.12281,0.9732,0.3908,0.3473
1296082,0.11943,-0.14239,0.94388,0.0,0.0064
1296098,0.12267,-0.12408,0.96827,0.0,0.0814
1296114,0.11956,-0.13499,0.95522,0.004,0.6148
1296130,0.12069,-0.14223,0.94344,0.3521,0.7978
1296146,0.12402,-0.13588,0.96355,0.3964,0.436
1296162,0.12266,-0.14074,0.94217,0.0,0.0298
1296178,0.11901,-0.11723,0.96938,0.0,0.0
1296194,0.12368,-0.12595,0.9721,0.0016,0.6108
1296210,0.1208,-0.1402,0.94292,0.3441,0.7978
1296226,0.12124,-0.14124,0.94425,0.4005,0.4456
1296242,0.12123,-0.12173,0.96468,0.0,0.0314
1296258,0.1193,-0.12592,0.96933,0.0,0.0
1296274,0.12027,-0.13449,0.95252,0.0,0.61
1296290,0.12147,-0.13911,0.96406,0.3441,0.805
1296306,0.11739,-0.12835,0.97064,0.4061,0.4497
1296322,0.12493,-0.13659,0.9614,0.0,0.033
1296338,0.12154,-0.14232,0.95419,0.0,0.0
1296355,0.12278,-0.13482,0.96182,0.0,0.5246
1296371,0.12045,-0.14148,0.94808,0.2982,0.797
1296387,0.12078,-0.13042,0.97157,0.3981,0.5149
1296403,0.11929,-0.14165,0.96036,0.1249,0.0902
1296419,0.11975,-0.14845,0.95705,0.0,0.0
1296435,0.12208,-0.13996,0.96359,0.0,0.2901
1296452,0.12006,-0.13748,0.96434,0.1756,0.7518
1296468,0.12094,-0.14169,0.96514,0.4303,0.71
1296484,0.12133,-0.14686,0.94814,0.3014,0.2038
1296500,0.11944,-0.13808,0.94952,0.0,0.0
1296516,0.12114,-0.14182,0.94781,0.0,0.282
1296532,0.12193,-0.14256,0.94553,0.1748,0.747
1296548,0.12582,-0.14449,0.94876,0.4199,0.7116
1296564,0.11864,-0.1348,0.9528,0.2933,0.2046
1296580,0.1202,-0.12952,0.95448,0.0,0.0
1296596,0.12153,-0.1244,0.95846,0.0,0.2764
1296612,0.12319,-0.1324,0.95494,0.1636,0.7446
1296628,0.11314,-0.11891,0.96252,0.4215,0.7188
1296645,0.12304,-0.12711,0.95661,0.365,0.282
1296661,0.11981,-0.12439,0.95968,0.0,0.0
1296677,0.12082,-0.12883,0.95665,0.0,0.1877
1296693,0.12215,-0.12743,0.95682,0.0806,0.6858
1296709,0.12051,-0.12803,0.95848,0.394,0.7696
1296725,0.12361,-0.13458,0.95462,0.3884,0.3578
1296741,0.11998,-0.13794,0.95633,0.0,0.0113
1296757,0.12133,-0.13789,0.95551,0.0,0.079
1296773,0.11988,-0.13586,0.95758,0.0024,0.6164
1296790,0.12418,-0.13287,0.95664,0.3578,0.8066
1296806,0.12193,-0.12911,0.9584,0.3981,0.4424
1296822,0.12269,-0.12798,0.95753,0.0,0.025
1296838,0.11935,-0.13058,0.95651,0.0,0.0
1296854,0.12144,-0.13651,0.95603,0.0,0.5367
1296870,0.1221,-0.13961,0.95462,0.2893,0.7929
1296886,0.12183,-0.14008,0.95519,0.4029,0.5085
1296902,0.12041,-0.13805,0.95788,0.0991,0.0838
1296918,0.12132,-0.13449,0.95458,0.0,0.0
1296934,0.12169,-0.13215,0.95499,0.0,0.5327
1296950,0.12113,-0.13005,0.95796,0.2893,0.8018
1296966,0.1216,-0.13097,0.9575,0.3956,0.5198
1296982,0.12204,-0.13562,0.95515,0.12,0.0878
1296998,0.12183,-0.13964,0.95366,0.0,0.0
1297014,0.12144,-0.13668,0.95576,0.0,0.5246
1297030,0.11846,-0.13198,0.95788,0.2627,0.7986
1297046,0.1216,-0.13478,0.95776,0.394,0.523
1297062,0.12037,-0.13754,0.95609,0.1233,0.087
1297079,0.12034,-0.14179,0.95564,0.0,0.0
1297095,0.12132,-0.13824,0.95762,0.0,0.4376
1297111,0.12255,-0.13525,0.95583,0.2377,0.7841
1297127,0.12165,-0.13007,0.96142,0.4182,0.5955
1297143,0.12223,-0.12375,0.97332,0.2426,0.1539
1297159,0.12029,-0.1383,0.96102,0.0,0.0
1297175,0.12153,-0.12384,0.96145,0.0,0.3537
1297191,0.11817,-0.13621,0.95987,0.1926,0.7663
1297207,0.12238,-0.14043,0.95121,0.4182,0.6568
1297224,0.12099,-0.13715,0.95181,0.3046,0.2152
1297240,0.11942,-0.13794,0.95505,0.0,0.0
1297256,0.1208,-0.13778,0.95338,0.0,0.2708
1297272,0.12102,-0.13963,0.95675,0.1652,0.7422
1297288,0.1206,-0.13736,0.95842,0.4247,0.722
1297304,0.12193,-0.14341,0.94501,0.3666,0.2917
1297320,0.12164,-0.13352,0.9595,0.0,0.0
1297336,0.11922,-0.13258,0.95983,0.0,0.1764
1297352,0.12167,-0.14146,0.946,0.0765,0.6842
1297368,0.12156,-0.14011,0.95999,0.4037,0.7188
1297384,0.12185,-0.13898,0.96193,0.3691,0.2925
1297400,0.1212,-0.13688,0.96123,0.0,0.0
1297416,0.11955,-0.14731,0.9451,0.0,0.1781
1297432,0.12257,-0.1374,0.94915,0.0725,0.6801
1297449,0.12105,-0.1302,0.95044,0.3844,0.7704
1297465,0.12138,-0.12919,0.96071,0.394,0.3666
1297481,0.12376,-0.12751,0.95724,0.0,0.0161
1297497,0.12234,-0.13374,0.9565,0.0,0.0677
1297513,0.12165,-0.14178,0.95403,0.0097,0.6116
1297529,0.12142,-0.13284,0.95732,0.3441,0.8066
1297545,0.12265,-0.1359,0.96061,0.3989,0.4497
1297561,0.12526,-0.14122,0.9468,0.0,0.0298
1297577,0.12142,-0.13364,0.95836,0.0,0.0556
1297593,0.12244,-0.13552,0.96059,0.0,0.5971
1297609,0.12244,-0.13498,0.96621,0.3425,0.8066
1297625,0.12136,-0.13512,0.96364,0.3964,0.4553
1297641,0.12277,-0.14001,0.95926,0.0,0.0346
1297657,0.12066,-0.14405,0.9538,0.0,0.0379
1297673,0.12079,-0.14157,0.95405,0.0,0.5907
1297689,0.12372,-0.14151,0.95215,0.3352,0.8074
1297705,0.11946,-0.14106,0.95723,0.4037,0.4577
1297722,0.11871,-0.14029,0.95539,0.0073,0.0411
1297738,0.11924,-0.13568,0.96706,0.0,0.0
1297754,0.12083,-0.14667,0.95041,0.0,0.5004
1297770,0.11989,-0.14632,0.95113,0.2627,0.7945
1297786,0.12395,-0.13418,0.95943,0.4215,0.6697
1297803,0.12139,-0.13072,0.96161,0.3086,0.2273
1297819,0.12096,-0.13949,0.95667,0.0,0.0
1297836,0.11913,-0.13262,0.96402,0.0,0.253
1297852,0.11778,-0.13149,0.96017,0.1482,0.7293
1297868,0.1209,-0.14414,0.94915,0.4191,0.7309
1297884,0.12184,-0.14323,0.95454,0.3771,0.3038
1297900,0.11974,-0.14482,0.95588,0.0,0.0
1297916,0.11873,-0.1444,0.95636,0.0,0.1547
1297932,0.12182,-0.1433,0.9562,0.0491,0.6656
1297948,0.11919,-0.13858,0.95629,0.3908,0.7841
1297964,0.12238,-0.13782,0.95568,0.39,0.3779
1297981,0.12251,-0.13642,0.95542,0.0,0.0153
1297997,0.12211,-0.13502,0.95699,0.0,0.0467
1298013,0.12108,-0.13696,0.95209,0.0,0.6003
1298029,0.12025,-0.13383,0.96165,0.3457,0.8074
1298045,0.12102,-0.14213,0.95625,0.4005,0.4553
1298061,0.12052,-0.15047,0.95546,0.0,0.0419
1298077,0.12228,-0.15353,0.95396,0.0,0.0
1298093,0.11995,-0.1454,0.95653,0.0,0.5214
1298110,0.12025,-0.13327,0.95699,0.282,0.7978
1298126,0.12102,-0.13078,0.95654,0.3972,0.5157
1298142,0.12203,-0.13503,0.95661,0.1362,0.0935
1298158,0.12091,-0.13352,0.95784,0.0,0.0
1298174,0.1205,-0.1312,0.96544,0.0,0.4311
1298190,0.1207,-0.14653,0.94827,0.2321,0.7809
1298206,0.12139,-0.14512,0.95786,0.4085,0.5899
1298222,0.12082,-0.14419,0.95446,0.2442,0.1539
1298238,0.12124,-0.14113,0.95414,0.0,0.0
1298254,0.11952,-0.14214,0.95551,0.0,0.4311
1298270,0.12121,-0.14143,0.95522,0.2256,0.78
1298286,0.12002,-0.13338,0.9596,0.4077,0.5971
1298302,0.12453,-0.13607,0.95713,0.2482,0.1603
1298318,0.12082,-0.13812,0.95934,0.0,0.0
1298335,0.11983,-0.13871,0.95889,0.0,0.3473
1298351,0.12129,-0.14538,0.95493,0.1885,0.7672
1298367,0.1221,-0.14534,0.95407,0.4207,0.6632
1298383,0.12219,-0.1394,0.95855,0.3014,0.216
1298399,0.12239,-0.13698,0.95805,0.0,0.0
1298415,0.12085,-0.14304,0.95257,0.0,0.27
1298431,0.12061,-0.14154,0.94849,0.1732,0.7422
1298447,0.12003,-0.15037,0.95246,0.4239,0.7261
1298463,0.12368,-0.12615,0.97783,0.3699,0.2917
1298479,0.12135,-0.1471,0.94574,0.0,0.0
1298495,0.11744,-0.14843,0.94905,0.0,0.2724
1298511,0.12178,-0.14816,0.95482,0.166,0.743
1298527,0.12429,-0.13934,0.95789,0.4231,0.7293
1298543,0.1216,-0.14129,0.95611,0.3715,0.2909
1298560,0.11832,-0.13362,0.95713,0.0,0.0
1298576,0.12008,-0.13718,0.95528,0.0,0.1829
1298592,0.1236,-0.1347,0.95604,0.0701,0.6818
1298608,0.12045,-0.13698,0.95477,0.3908,0.7736
1298624,0.12123,-0.13676,0.95544,0.3908,0.3666
1298640,0.12029,-0.13329,0.95636,0.0,0.0137
1298656,0.11998,-0.13377,0.95762,0.0,0.0701
1298672,0.11969,-0.13154,0.95754,0.0024,0.6148
1298688,0.12074,-0.13141,0.95744,0.3417,0.8107
1298705,0.12328,-0.13827,0.95578,0.3981,0.436
1298721,0.12049,-0.13476,0.95554,0.0,0.025
1298737,0.121,-0.13199,0.95597,0.0,0.0
1298753,0.12033,-0.13448,0.95695,0.0,0.5407
1298769,0.12236,-0.13951,0.95536,0.2941,0.8066
1298785,0.12181,-0.14377,0.95564,0.3972,0.5101
1298801,0.11916,-0.13876,0.95621,0.0991,0.0822
1298817,0.11904,-0.1356,0.95802,0.0,0.0
1298834,0.12307,-0.13484,0.95668,0.0,0.4553
1298850,0.12245,-0.13767,0.95542,0.2289,0.7889
1298866,0.12109,-0.13547,0.95589,0.4191,0.5794
1298882,0.12187,-0.13192,0.95654,0.2297,0.1474
1298898,0.12165,-0.13521,0.95492,0.0,0.0
1298914,0.12053,-0.13929,0.95473,0.0,0.3699
1298930,0.12117,-0.14437,0.95523,0.1885,0.7728
1298946,0.1205,-0.14135,0.95551,0.4295,0.6544
1298962,0.11957,-0.14001,0.95759,0.3014,0.2054
1298978,0.12134,-0.13504,0.95592,0.0,0.0
1298994,0.12346,-0.13816,0.95382,0.0,0.3666
1299010,0.12078,-0.13765,0.95576,0.1909,0.7712
1299026,0.12137,-0.135,0.95615,0.4384,0.6608
1299042,0.11985,-0.1384,0.95706,0.3054,0.2136
1299058,0.11967,-0.13704,0.95891,0.0,0.0
1299074,0.12211,-0.13839,0.95536,0.0,0.357
1299090,0.11974,-0.13945,0.95644,0.1909,0.7696
1299106,0.11936,-0.13567,0.95724,0.4215,0.6632
1299122,0.1227,-0.13158,0.95491,0.2957,0.2111
1299138,0.12144,-0.13213,0.95698,0.0,0.0
1299155,0.12191,-0.14094,0.94856,0.0,0.1982
1299171,0.12146,-0.13816,0.95941,0.0862,0.7019
1299187,0.11817,-0.13317,0.95233,0.4037,0.7639
1299203,0.12167,-0.14308,0.94725,0.386,0.3409
1299219,0.12114,-0.13609,0.95691,0.0,0.0
1299235,0.1218,-0.13825,0.9612,0.0,0.2006
1299251,0.1188,-0.13366,0.95843,0.0951,0.6995
1299267,0.12239,-0.13377,0.95764,0.3964,0.7631
1299283,0.1216,-0.13636,0.95455,0.3836,0.3449
1299300,0.12294,-0.13613,0.95586,0.0,0.0081
1299316,0.1185,-0.13548,0.958,0.0,0.0943
1299332,0.12024,-0.13631,0.95752,0.0089,0.631
1299348,0.12268,-0.12966,0.95736,0.3658,0.805
1299364,0.12233,-0.1327,0.95862,0.394,0.4215
1299380,0.11965,-0.13518,0.95758,0.0,0.029
1299396,0.12127,-0.13664,0.95755,0.0,0.0
1299412,0.12043,-0.14032,0.95219,0.0,0.556
1299428,0.12215,-0.13233,0.95422,0.3481,0.8018
1299444,0.12007,-0.13217,0.95629,0.3948,0.4311
1299460,0.12245,-0.1324,0.95484,0.0,0.0242
1299476,0.11995,-0.13369,0.95675,0.0,0.0
1299492,0.12127,-0.14005,0.95676,0.0,0.552
1299509,0.12034,-0.14116,0.95684,0.3183,0.8099
1299525,0.1234,-0.14076,0.95494,0.3964,0.4972
1299541,0.1234,-0.12736,0.95462,0.0701,0.0709
1299557,0.12343,-0.12102,0.95695,0.0,0.0
1299573,0.12003,-0.11984,0.95935,0.0,0.4642
1299589,0.12191,-0.12748,0.95722,0.2369,0.7937
1299605,0.12138,-0.13598,0.95621,0.4182,0.5729
1299621,0.12217,-0.13726,0.95561,0.2369,0.1458
1299638,0.1206,-0.13684,0.95729,0.0,0.0
1299654,0.12077,-0.13608,0.95673,0.0,0.3715
1299670,0.11983,-0.13773,0.95724,0.1918,0.7688
1299686,0.12246,-0.1426,0.95399,0.4279,0.6536
1299702,0.12268,-0.13921,0.9537,0.2925,0.203
1299718,0.11992,-0.13651,0.95525,0.0,0.0
1299734,0.12159,-0.13568,0.9576,0.0,0.2828
1299750,0.12079,-0.13533,0.95566,0.1732,0.7567
1299766,0.12191,-0.14167,0.95475,0.4199,0.7164
1299782,0.12312,-0.13927,0.9537,0.3062,0.2152
1299798,0.12028,-0.13625,0.9555,0.0,0.0
1299814,0.12193,-0.13225,0.95654,0.0,0.2788
1299830,0.1215,-0.12848,0.95678,0.1716,0.7551
1299846,0.11969,-0.12921,0.95726,0.4263,0.7285
1299863,0.12083,-0.13362,0.95716,0.3682,0.2861
