t_ms,ax,ay,az,emg_env,emg_raw
115495,0.23063,0.46399,0.82524,0.0,0.5963
115512,0.23082,0.46388,0.82574,0.0685,1.0041
115528,0.23078,0.46348,0.82598,0.3255,0.8873
115544,0.23163,0.46432,0.82504,0.2869,0.2361
115560,0.23118,0.4632,0.82552,0.0298,0.0
115575,0.23073,0.46421,0.82616,0.0,0.5987
115592,0.23091,0.46346,0.82582,0.0653,1.0033
115608,0.23113,0.46334,0.82623,0.3328,0.8808
115624,0.23165,0.46291,0.82537,0.2861,0.2401
115640,0.2307,0.46335,0.8269,0.0314,0.0
115655,0.23071,0.46354,0.82539,0.0,0.5891
115672,0.23087,0.46432,0.8267,0.0572,1.0049
115688,0.23205,0.46397,0.82596,0.3296,0.8889
115704,0.23165,0.46284,0.8256,0.2917,0.2409
115720,0.23047,0.46336,0.82586,0.0346,0.0
115735,0.23064,0.4639,0.825,0.0,0.5745
115752,0.23111,0.46321,0.82591,0.0443,0.9984
115768,0.2313,0.46356,0.82481,0.3328,0.9066
115784,0.23187,0.46356,0.82555,0.2909,0.2538
115800,0.2317,0.46377,0.82575,0.0314,0.0
115815,0.23187,0.46334,0.82497,0.0,0.56
115832,0.23088,0.46385,0.82436,0.0443,0.9896
115848,0.23134,0.46368,0.82619,0.3255,0.8985
115864,0.23113,0.46399,0.82448,0.2941,0.253
115880,0.23093,0.46368,0.8253,0.0483,0.0
115896,0.23139,0.4635,0.82519,0.0,0.4271
115912,0.23108,0.46402,0.8259,0.0073,0.9565
115928,0.2312,0.46511,0.82551,0.2691,0.9565
115944,0.23048,0.46454,0.82634,0.3086,0.3288
115961,0.23122,0.46405,0.82683,0.0459,0.0
115977,0.23125,0.46429,0.82484,0.0,0.2788
115993,0.23046,0.46329,0.8251,0.0,0.8993
116009,0.23127,0.46424,0.82526,0.2119,0.9727
116025,0.23094,0.4643,0.82656,0.3167,0.3876
116041,0.23162,0.46353,0.82641,0.0999,0.0064
116057,0.23129,0.46353,0.82607,0.0,0.1394
116073,0.23066,0.46461,0.82615,0.0,0.8389
116089,0.23153,0.46346,0.82498,0.166,0.9984
116105,0.23182,0.46326,0.82532,0.3022,0.4763
