t_ms,ax,ay,az,emg_env,emg_raw
11665,-0.1253,0.0794,0.9634,0.0,0.5794
11682,-0.1256,0.0788,0.9661,0.0,0.498
11698,-0.126,0.0779,0.9648,0.0,0.1007
11714,-0.1268,0.0789,0.965,0.0,0.0
11730,-0.1254,0.0788,0.9645,0.0,0.2136
11746,-0.1262,0.0784,0.9642,0.0,0.5431
11762,-0.1252,0.0793,0.965,0.0,0.5504
11779,-0.1253,0.0779,0.9659,0.0,0.1539
11795,-0.1258,0.0779,0.965,0.0,0.0
11810,-0.1258,0.0782,0.9642,0.0,0.1756
11826,-0.1267,0.0775,0.9641,0.0,0.5359
11843,-0.1254,0.0783,0.9644,0.0,0.5971
11859,-0.1256,0.079,0.9653,0.0,0.2305
11876,-0.1257,0.0788,0.9649,0.0,0.0201
11892,-0.1261,0.0789,0.9649,0.0,0.0
11908,-0.125,0.0782,0.9644,0.0,0.4537
11924,-0.1259,0.079,0.9637,0.0,0.6052
11940,-0.1257,0.0786,0.9644,0.0,0.3666
11956,-0.1253,0.0786,0.964,0.0,0.0491
11973,-0.1261,0.0789,0.9642,0.0,0.0
11989,-0.1248,0.0791,0.9646,0.0,0.3997
12004,-0.126,0.0777,0.9654,0.0,0.6148
12021,-0.1243,0.0771,0.9668,0.0,0.4037
12037,-0.1284,0.0755,0.9692,0.0,0.0516
12053,-0.1282,0.0849,0.9587,0.0,0.0
12069,-0.1249,0.0829,0.9695,0.0,0.3795
12085,-0.1272,0.0816,0.9728,0.0,0.6084
12101,-0.1257,0.0919,0.9505,0.0,0.4932
12118,-0.1257,0.0625,0.9796,0.0,0.0902
12134,-0.1315,0.0913,0.9681,0.0,0.0
12150,-0.124,0.0864,0.9744,0.0,0.2667
12166,-0.1263,0.0803,0.9653,0.0,0.5826
12182,-0.1256,0.0794,0.9625,0.0,0.5576
12198,-0.125,0.078,0.9663,0.0,0.1362
12215,-0.1274,0.0775,0.9765,0.0,0.0
12231,-0.1221,0.0756,0.9543,0.0,0.1354
12246,-0.1244,0.0747,0.9702,0.0,0.5858
12262,-0.1252,0.0721,0.964,0.0,0.5858
12279,-0.127,0.0787,0.9761,0.0,0.1507
12295,-0.126,0.079,0.9678,0.0,0.0
12311,-0.1243,0.0782,0.9458,0.0,0.0943
12327,-0.1239,0.0811,0.9641,0.0,0.5496
12343,-0.1266,0.085,0.9679,0.0,0.6439
12359,-0.1242,0.077,0.9609,0.0,0.2619
12376,-0.1287,0.0902,0.9793,0.0,0.0193
12392,-0.1219,0.0749,0.9428,0.0,0.0
12408,-0.1244,0.0847,0.9554,0.0,0.4948
12424,-0.1254,0.0785,0.9681,0.0,0.6673
12440,-0.1244,0.0766,0.9652,0.0,0.3884
12457,-0.1249,0.0811,0.9682,0.0,0.054
12473,-0.1241,0.0791,0.9639,0.0,0.0
12489,-0.1257,0.0746,0.9692,0.0,0.4271
12505,-0.1262,0.0855,0.9573,0.0,0.6648
12521,-0.1246,0.0772,0.9659,0.0,0.5141
12537,-0.1246,0.0799,0.9604,0.0,0.0838
12554,-0.1251,0.0773,0.9629,0.0,0.0
12570,-0.1272,0.0822,0.9567,0.0,0.3344
12586,-0.1247,0.0775,0.9683,0.0,0.6423
12602,-0.1243,0.0761,0.9727,0.0,0.5891
12618,-0.1267,0.0802,0.962,0.0,0.1281
12634,-0.1257,0.0803,0.9676,0.0,0.0
12651,-0.1252,0.0769,0.9645,0.0,0.1853
12667,-0.1245,0.0794,0.9601,0.0,0.6036
12682,-0.1264,0.0786,0.9627,0.0,0.6044
12698,-0.1251,0.0792,0.9618,0.0,0.1442
12715,-0.1246,0.0794,0.9646,0.0,0.0
12731,-0.1261,0.0807,0.9671,0.0,0.1523
12747,-0.1239,0.0762,0.9736,0.0,0.5987
12763,-0.1242,0.0799,0.9699,0.0,0.6568
12779,-0.1255,0.0799,0.9509,0.0,0.2248
12796,-0.1264,0.0772,0.9683,0.0,0.0081
12812,-0.1246,0.0784,0.9649,0.0,0.025
12828,-0.1265,0.0799,0.963,0.0,0.5455
12844,-0.1257,0.0792,0.9654,0.0,0.6914
12860,-0.1251,0.0789,0.9643,0.0,0.3457
12876,-0.1248,0.0779,0.9644,0.0,0.0411
12893,-0.1261,0.0793,0.9651,0.0,0.0
12909,-0.1264,0.0792,0.966,0.0,0.4746
12925,-0.1261,0.0781,0.9628,0.0,0.693
12941,-0.126,0.0789,0.9641,0.0,0.4875
12957,-0.126,0.0777,0.9637,0.0,0.0709
12973,-0.1261,0.0784,0.9648,0.0,0.0
12990,-0.1252,0.0792,0.9666,0.0,0.3924
13006,-0.1249,0.0783,0.9662,0.0,0.6681
13021,-0.1263,0.0793,0.9651,0.0,0.5117
13037,-0.1254,0.0786,0.9636,0.0,0.0814
13054,-0.1249,0.0802,0.9662,0.0,0.0
13070,-0.1255,0.0782,0.9659,0.0,0.3537
13086,-0.126,0.0789,0.9664,0.0,0.664
13102,-0.1252,0.0784,0.9658,0.0,0.5947
13118,-0.125,0.0786,0.9657,0.0,0.1233
13135,-0.1251,0.0786,0.9646,0.0,0.0
13151,-0.1251,0.0786,0.9631,0.0,0.2136
13167,-0.1252,0.08,0.9639,0.0,0.6148
13184,-0.1267,0.0787,0.965,0.0,0.689
13200,-0.127,0.0795,0.965,0.0,0.3449
