t_ms,ax,ay,az,L_env,L_raw,R_env,R_raw
27614,0.256,-0.1721,0.9184,0.0,0.5858,0.0,0.1539
27630,0.2479,-0.1734,0.9256,0.0,0.6366,0.0,0.2152
27647,0.2392,-0.1643,0.9323,0.0,0.614,0.0,0.2224
27663,0.2459,-0.167,0.9314,0.0,0.5399,0.0,0.1619
27679,0.2482,-0.1698,0.9227,0.0,0.4859,0.0,0.1072
27696,0.2558,-0.1729,0.921,0.0,0.5472,0.0,0.1297
27712,0.2533,-0.1733,0.9221,0.0,0.614,0.0,0.1877
27728,0.2554,-0.1674,0.9231,0.0,0.6391,0.0,0.2264
27745,0.2445,-0.1734,0.9203,0.0,0.5794,0.0,0.1901
27761,0.2474,-0.1678,0.9201,0.0,0.502,0.0,0.1233
27778,0.2576,-0.1653,0.9161,0.0,0.5036,0.0,0.1063
27794,0.2552,-0.1772,0.9194,0.0,0.5754,0.0,0.1491
27812,0.2518,-0.1648,0.9275,0.0,0.6246,0.0,0.1877
27828,0.248,-0.1666,0.9255,0.0,0.6431,0.0,0.2273
27844,0.249,-0.1632,0.929,0.0,0.5657,0.0,0.1797
27861,0.2453,-0.1634,0.9313,0.0,0.498,0.0,0.1225
27877,0.2516,-0.1686,0.9264,0.0,0.519,0.0,0.1112
27894,0.2545,-0.1737,0.9189,0.0,0.5858,0.0,0.1611
27910,0.2594,-0.1758,0.9189,0.0,0.6374,0.0,0.2119
27926,0.2564,-0.1773,0.9136,0.0,0.6181,0.0,0.2127
27943,0.2467,-0.1688,0.9307,0.0,0.5343,0.0,0.1547
27959,0.2388,-0.1676,0.9324,0.0,0.4891,0.0,0.108
27976,0.2448,-0.1759,0.9269,0.0,0.5351,0.0,0.1217
27992,0.2473,-0.1781,0.9209,0.0,0.606,0.0,0.1829
28009,0.2541,-0.1764,0.9208,0.0,0.6374,0.0,0.2248
28025,0.2503,-0.1754,0.9204,0.0,0.5915,0.0,0.1998
28042,0.2506,-0.1737,0.9309,0.0,0.5117,0.0193,0.1354
28058,0.2471,-0.1729,0.926,0.0,0.4972,0.0,0.0983
28075,0.2461,-0.1747,0.9287,0.0,0.5665,0.0,0.1394
28091,0.2555,-0.1761,0.9182,0.0,0.6342,0.0,0.203
28107,0.2564,-0.1769,0.9126,0.0,0.6326,0.0,0.2264
28124,0.2494,-0.1763,0.9268,0.0,0.5665,0.0,0.1764
28140,0.2437,-0.1733,0.9252,0.0,0.4964,0.0,0.1184
28157,0.2473,-0.1753,0.9246,0.0,0.523,0.0,0.1112
28173,0.2508,-0.1783,0.9191,0.0,0.5955,0.0,0.1652
28189,0.2484,-0.1773,0.9208,0.0,0.6431,0.0,0.2208
28206,0.2475,-0.1745,0.9296,0.0,0.6019,0.0,0.2038
28222,0.2509,-0.1781,0.9241,0.0,0.5214,0.0,0.1458
28238,0.2526,-0.1797,0.9196,0.0,0.494,0.0,0.1063
28255,0.2554,-0.177,0.9196,0.0,0.5592,0.0,0.1354
28271,0.2565,-0.1779,0.9189,0.0,0.6278,0.0,0.1974
28288,0.2543,-0.1752,0.9212,0.0,0.6399,0.0,0.2264
28304,0.2446,-0.1737,0.9281,0.0,0.5729,0.0,0.1861
28320,0.243,-0.1724,0.9311,0.0,0.4956,0.0,0.1192
28337,0.2479,-0.173,0.9262,0.0,0.5222,0.0,0.1128
28353,0.2598,-0.179,0.9191,0.0,0.5987,0.0,0.1636
28369,0.2621,-0.1804,0.9112,0.0,0.6423,0.0,0.2152
28386,0.2586,-0.1782,0.9148,0.0,0.6132,0.0,0.2119
28402,0.2518,-0.1746,0.9248,0.0,0.5359,0.0,0.1523
28419,0.2488,-0.1748,0.9233,0.0,0.4924,0.0,0.0991
28435,0.2538,-0.176,0.9219,0.0,0.5488,0.0,0.1313
28452,0.2519,-0.175,0.9215,0.0,0.6229,0.0,0.1877
28468,0.2536,-0.1776,0.9235,0.0,0.6423,0.0,0.2264
28485,0.2483,-0.1738,0.9201,0.0,0.5842,0.0,0.1934
28501,0.2508,-0.1729,0.927,0.0,0.5053,0.0,0.1265
28518,0.2474,-0.1724,0.9253,0.0,0.502,0.0,0.1023
28534,0.2494,-0.1738,0.9232,0.0,0.5778,0.0,0.1466
28550,0.2485,-0.1755,0.9247,0.0,0.6374,0.0,0.2038
28567,0.2462,-0.1789,0.9211,0.0,0.6334,0.0,0.2232
28583,0.2445,-0.1746,0.9173,0.0,0.5576,0.0,0.1764
28600,0.2388,-0.167,0.9395,0.0,0.4972,0.0,0.1152
28616,0.2507,-0.17,0.9353,0.0,0.5278,0.0,0.1176
28633,0.2577,-0.1699,0.9202,0.0,0.5979,0.0,0.1652
28649,0.2544,-0.1708,0.9295,0.0,0.6407,0.0,0.2168
28666,0.2574,-0.17,0.9255,0.0,0.6092,0.0,0.2127
28682,0.2575,-0.1753,0.9216,0.0,0.5351,0.0,0.1482
28699,0.2459,-0.1739,0.9246,0.0,0.494,0.0,0.1007
28715,0.2479,-0.1744,0.9249,0.0,0.552,0.0,0.1273
28731,0.2453,-0.1759,0.929,0.0,0.6181,0.0,0.1877
28748,0.2569,-0.1787,0.9141,0.0,0.6407,0.0,0.2232
28764,0.2593,-0.175,0.9139,0.0,0.5786,0.0,0.1885
28781,0.2451,-0.1712,0.9302,0.0,0.5004,0.0,0.1281
28797,0.2438,-0.1734,0.9276,0.0,0.5053,0.0,0.108
28813,0.2453,-0.1779,0.9323,0.0,0.5874,0.0,0.1619
28830,0.2376,-0.1691,0.9417,0.0,0.6358,0.0,0.2119
28846,0.2568,-0.176,0.9192,0.0,0.6124,0.0,0.2152
28862,0.2534,-0.1744,0.9176,0.0,0.5327,0.0,0.1531
28879,0.2518,-0.1765,0.93,0.0,0.4883,0.0,0.1104
28895,0.2506,-0.1704,0.9254,0.0,0.5391,0.0,0.1257
28913,0.2458,-0.169,0.9307,0.0,0.5915,0.0,0.1652
28929,0.2481,-0.1764,0.9203,0.0,0.6407,0.0,0.2152
28946,0.2497,-0.1751,0.9244,0.0,0.6132,0.0,0.2168
28962,0.2513,-0.1742,0.9206,0.0,0.5391,0.0,0.1603
28979,0.249,-0.1732,0.9263,0.0,0.4932,0.0,0.1088
28995,0.2475,-0.1759,0.9266,0.0,0.5455,0.0,0.1233
29012,0.2539,-0.1737,0.9158,0.0,0.6124,0.0,0.1837
29028,0.2549,-0.1743,0.9183,0.0,0.6431,0.0,0.2256
29045,0.2479,-0.1748,0.9271,0.0,0.5923,0.0,0.1974
29061,0.2508,-0.1746,0.9233,0.0,0.5061,0.0,0.1321
29078,0.2543,-0.1782,0.9181,0.0,0.4988,0.0,0.0975
29094,0.2592,-0.1822,0.9168,0.0,0.5737,0.0,0.145
29110,0.2635,-0.1815,0.9092,0.0,0.6374,0.0,0.2022
29127,0.2604,-0.1744,0.9167,0.0,0.6358,0.0,0.2297
29143,0.2503,-0.1648,0.9223,0.0,0.5592,0.0,0.1748
29160,0.2438,-0.1714,0.9335,0.0,0.4956,0.0,0.12
29176,0.2327,-0.1663,0.9384,0.0,0.5149,0.0,0.1104
29193,0.2355,-0.1631,0.936,0.0,0.5939,0.0,0.1652
29209,0.2355,-0.167,0.9347,0.0,0.6391,0.0,0.2152
29226,0.2514,-0.1721,0.9206,0.0,0.606,0.0,0.2119
29242,0.2551,-0.1752,0.915,0.0,0.531,0.0,0.1531
29259,0.2524,-0.1767,0.9254,0.0,0.4859,0.0,0.108
29275,0.2512,-0.1759,0.9153,0.0,0.5447,0.0,0.1321
29291,0.2434,-0.1716,0.9296,0.0,0.6156,0.0,0.1861
29308,0.239,-0.1664,0.9325,0.0,0.6407,0.0,0.2289
29324,0.2455,-0.1686,0.9269,0.0,0.5882,0.0,0.199
29341,0.2451,-0.1704,0.9285,0.0,0.5053,0.0,0.1321
29357,0.2504,-0.1728,0.9217,0.0,0.4972,0.0,0.0991
29373,0.2547,-0.1756,0.921,0.0,0.5858,0.0,0.1595
29390,0.2465,-0.1749,0.9227,0.0,0.6382,0.0,0.2127
29406,0.2372,-0.1712,0.9294,0.0,0.6189,0.0,0.2168
29422,0.2453,-0.1739,0.9326,0.0,0.5463,0.0,0.1652
29439,0.2464,-0.1725,0.9198,0.0,0.4956,0.0,0.112
29455,0.2521,-0.1719,0.9268,0.0,0.5383,0.0,0.1233
29472,0.2539,-0.1722,0.9181,0.0,0.6108,0.0,0.1813
29488,0.2472,-0.1734,0.9254,0.0,0.6471,0.0,0.2232
29504,0.254,-0.1777,0.9239,0.0,0.581,0.0,0.1893
29521,0.244,-0.1752,0.9206,0.0,0.5053,0.0,0.1249
29537,0.2506,-0.1769,0.9266,0.0,0.5069,0.0012,0.1072
29554,0.2474,-0.1714,0.9203,0.0,0.5762,0.0,0.1515
29570,0.2485,-0.1693,0.9291,0.0,0.6374,0.0,0.2168
29586,0.2547,-0.1758,0.9237,0.0,0.631,0.0,0.2216
29603,0.2506,-0.1735,0.9251,0.0,0.5528,0.0,0.1748
29619,0.252,-0.1746,0.9234,0.0,0.4964,0.0,0.1152
29636,0.2488,-0.1763,0.9225,0.0,0.5262,0.0,0.1136
29652,0.2481,-0.1774,0.9236,0.0,0.5955,0.0,0.1716
29669,0.2424,-0.1763,0.9326,0.0,0.6358,0.0,0.2232
29685,0.2468,-0.1806,0.9356,0.0,0.6003,0.0,0.2095
29702,0.2533,-0.1648,0.9112,0.0,0.5214,0.0,0.1418
29718,0.2412,-0.1739,0.9421,0.0,0.4891,0.0,0.1007
29734,0.2444,-0.1744,0.9411,0.0,0.5512,0.0,0.1329
29751,0.2477,-0.1727,0.9267,0.0,0.6172,0.0,0.1966
29767,0.2535,-0.1768,0.9255,0.0,0.6407,0.0,0.2264
29784,0.2561,-0.1694,0.9186,0.0,0.5729,0.0,0.1869
29800,0.2612,-0.1784,0.9193,0.0,0.4956,0.0,0.1241
29816,0.2617,-0.1784,0.9118,0.0,0.5117,0.0,0.1144
29833,0.2501,-0.1733,0.9227,0.0,0.5866,0.0,0.1652
29849,0.2515,-0.1729,0.9314,0.0,0.6342,0.0,0.2152
29865,0.2549,-0.1712,0.9167,0.0,0.6084,0.0,0.2136
29882,0.2558,-0.18,0.9108,0.0,0.5254,0.0,0.1587
29898,0.2516,-0.1894,0.9278,0.0,0.4916,0.0,0.1104
29915,0.2521,-0.1797,0.9392,0.0,0.5455,0.0,0.1281
29931,0.251,-0.1814,0.9203,0.0,0.6124,0.0,0.1853
29947,0.2514,-0.1776,0.9225,0.0,0.6391,0.0,0.2264
29964,0.2499,-0.1786,0.9254,0.0,0.5729,0.0,0.1821
29980,0.2494,-0.18,0.92,0.0,0.5004,0.0,0.1233
29996,0.2461,-0.176,0.9257,0.0,0.5109,0.0,0.1104
30014,0.2513,-0.176,0.9244,0.0,0.5641,0.0,0.1354
30031,0.2547,-0.1778,0.9201,0.0,0.6294,0.0,0.1958
30047,0.2494,-0.1802,0.9205,0.0,0.6423,0.0,0.2248
30063,0.2441,-0.181,0.9238,0.0,0.5745,0.0,0.1885
30080,0.2449,-0.1768,0.9298,0.0,0.5028,0.0,0.1265
30096,0.2431,-0.1705,0.9287,0.0,0.5117,0.0,0.1072
30113,0.2507,-0.1801,0.925,0.0,0.585,0.0,0.1539
30129,0.2552,-0.1781,0.9163,0.0,0.6391,0.0,0.2152
30145,0.2605,-0.1779,0.9157,0.0,0.6084,0.0,0.2136
30162,0.2597,-0.1752,0.9195,0.0,0.5254,0.0,0.1507
30178,0.2514,-0.1728,0.9203,0.0,0.4932,0.0,0.1096
30194,0.2487,-0.1713,0.931,0.0,0.5488,0.0,0.1313
30211,0.2448,-0.1709,0.9272,0.0,0.6172,0.0,0.1926
30227,0.2561,-0.179,0.9211,0.0,0.6407,0.0,0.2216
30244,0.2539,-0.1802,0.9183,0.0,0.577,0.0,0.1958
30260,0.2526,-0.1796,0.9209,0.0,0.5012,0.0,0.1289
30277,0.2474,-0.176,0.923,0.0,0.4964,0.0,0.1088
30293,0.2458,-0.1705,0.9253,0.0,0.5778,0.0,0.1491
30310,0.255,-0.1778,0.9196,0.0,0.6334,0.0,0.2119
30326,0.2503,-0.1732,0.9211,0.0,0.6278,0.0,0.2232
30343,0.2468,-0.1767,0.9197,0.0,0.5568,0.0,0.174
30359,0.2543,-0.171,0.9246,0.0,0.4964,0.0,0.1176
30375,0.2434,-0.1665,0.9235,0.0,0.5278,0.0,0.1184
30392,0.2398,-0.1645,0.9247,0.0,0.6003,0.0,0.174
30408,0.2518,-0.1827,0.9288,0.0,0.6382,0.0,0.2216
30425,0.2592,-0.1723,0.904,0.0,0.6011,0.0,0.2095
30441,0.2476,-0.1776,0.9332,0.0,0.5262,0.0,0.1442
30457,0.248,-0.1786,0.9191,0.0,0.4956,0.0,0.0991
30474,0.2526,-0.1787,0.9256,0.0,0.5641,0.0,0.1394
30490,0.2606,-0.1783,0.9131,0.0,0.6342,0.0,0.2022
30506,0.2766,-0.179,0.9046,0.0,0.6366,0.0,0.2264
30523,0.2436,-0.1663,0.9238,0.0,0.5713,0.0,0.1813
30539,0.2552,-0.1685,0.925,0.0,0.502,0.0,0.1217
30556,0.2567,-0.1773,0.9199,0.0,0.5198,0.0,0.112
30572,0.2568,-0.1751,0.9176,0.0,0.5907,0.0,0.1619
30589,0.2504,-0.1762,0.9252,0.0,0.6399,0.0,0.2152
30605,0.2521,-0.1821,0.9238,0.0,0.6148,0.0,0.2168
30621,0.2526,-0.1816,0.9163,0.0,0.5246,0.0,0.1474
30638,0.2513,-0.1748,0.9279,0.0,0.4763,0.0,0.0999
30654,0.2531,-0.1739,0.9322,0.0,0.5568,0.0,0.1345
30670,0.2484,-0.1866,0.9211,0.0,0.6278,0.0,0.1918
30687,0.2507,-0.1741,0.9253,0.0,0.6407,0.0,0.2248
30703,0.2493,-0.1779,0.9219,0.0,0.5794,0.0,0.1861
30720,0.2539,-0.1819,0.9206,0.0,0.5004,0.0,0.1225
30736,0.2559,-0.1787,0.9217,0.0,0.5085,0.0,0.108
30753,0.2555,-0.1823,0.9218,0.0,0.5794,0.0,0.1515
30769,0.2511,-0.1796,0.9244,0.0,0.6342,0.0,0.2095
30786,0.2494,-0.1832,0.9233,0.0,0.6237,0.0,0.2216
30802,0.2472,-0.1775,0.919,0.0,0.5472,0.0,0.1668
30819,0.2521,-0.1774,0.9201,0.0,0.494,0.0,0.1136
30835,0.2504,-0.1722,0.9306,0.0,0.5375,0.0,0.1209
30851,0.2498,-0.1808,0.9179,0.0,0.6036,0.0,0.1772
30868,0.2444,-0.1814,0.9245,0.0,0.6439,0.0,0.2248
30884,0.25,-0.1828,0.9272,0.0,0.6036,0.0,0.2038
30901,0.2547,-0.1831,0.9167,0.0,0.5246,0.0,0.141
30917,0.2533,-0.1834,0.9173,0.0,0.4956,0.0,0.1072
30933,0.2564,-0.1815,0.919,0.0,0.5778,0.0,0.1474
