t_ms,ax,ay,az,L_env,L_raw,R_env,R_raw
1691301,0.2533,0.0736,0.9379,0.0,0.5584,0.0,0.1241
1691317,0.2529,0.0883,0.9349,0.0,0.5947,0.0,0.1772
1691334,0.2524,0.0816,0.9344,0.0,0.5955,0.0,0.199
1691350,0.2509,0.0878,0.9406,0.0,0.5633,0.0,0.1668
1691367,0.2558,0.0811,0.9324,0.0,0.5302,0.0,0.112
1691383,0.2591,0.0678,0.9204,0.0,0.5375,0.0,0.1007
1691400,0.2578,0.0651,0.926,0.0,0.5737,0.0,0.1394
1691416,0.258,0.0848,0.9324,0.0,0.5995,0.0,0.1893
1691433,0.2556,0.078,0.9315,0.0,0.5866,0.0,0.1909
1691449,0.2513,0.082,0.9382,0.0,0.548,0.0,0.1482
1691465,0.2461,0.0873,0.9401,0.0,0.5278,0.0,0.1128
1691482,0.2455,0.0864,0.941,0.0,0.5496,0.0,0.1152
1691498,0.2485,0.0858,0.9368,0.0,0.5842,0.0,0.1627
1691515,0.2538,0.0839,0.9377,0.0,0.6003,0.0,0.199
1691531,0.254,0.0766,0.9278,0.0,0.5737,0.0,0.1845
1691548,0.2558,0.0655,0.9315,0.0,0.5367,0.0,0.1273
1691564,0.2584,0.0839,0.9358,0.0,0.527,0.0,0.1015
1691581,0.2535,0.0806,0.9354,0.0,0.56,0.0,0.1345
1691597,0.2596,0.0802,0.9303,0.0,0.5907,0.0,0.1829
1691613,0.2596,0.0784,0.9357,0.0,0.5955,0.0,0.1998
1691630,0.2579,0.0758,0.9323,0.0,0.5568,0.0,0.1619
1691646,0.2551,0.0739,0.9284,0.0,0.527,0.0,0.12
1691663,0.2565,0.0708,0.9355,0.0,0.5391,0.0,0.1128
1691679,0.2648,0.0924,0.9336,0.0,0.577,0.0,0.1474
1691696,0.254,0.0764,0.943,0.0,0.5987,0.0,0.1909
1691711,0.2532,0.0986,0.9394,0.0,0.5786,0.0,0.1845
1691728,0.2543,0.0756,0.9308,0.0,0.5399,0.0,0.1354
1691744,0.2515,0.076,0.9333,0.0,0.5318,0.0,0.0975
1691761,0.2523,0.0765,0.9369,0.0,0.5576,0.0,0.1281
1691777,0.2526,0.1046,0.9403,0.0,0.5923,0.0,0.1708
1691794,0.2458,0.0699,0.9372,0.0,0.5987,0.0,0.1974
1691810,0.2481,0.0962,0.9412,0.0,0.5617,0.0,0.1692
1691827,0.258,0.0706,0.9337,0.0,0.5351,0.0,0.12
1691843,0.2507,0.0854,0.9415,0.0,0.5391,0.0,0.1096
1691860,0.2528,0.0716,0.9321,0.0,0.5737,0.0,0.141
1691876,0.2507,0.0782,0.9358,0.0,0.5987,0.0,0.1893
1691892,0.2489,0.0781,0.9362,0.0,0.5866,0.0,0.1909
1691909,0.2529,0.0805,0.9347,0.0,0.548,0.0,0.1474
1691925,0.2539,0.0739,0.9348,0.0,0.5302,0.0,0.1088
1691942,0.2514,0.0929,0.9385,0.0,0.552,0.0,0.1184
1691958,0.2522,0.0651,0.9347,0.0,0.5907,0.0,0.1732
1691974,0.2491,0.0861,0.9314,0.0,0.5995,0.0,0.2103
1691991,0.2534,0.0829,0.9442,0.0,0.5665,0.0,0.1764
1692007,0.2515,0.0661,0.9312,0.0,0.5327,0.0,0.1184
1692023,0.2499,0.088,0.9419,0.0,0.5343,0.0,0.0999
1692040,0.2614,0.068,0.9232,0.0,0.5657,0.0,0.1394
1692056,0.2617,0.0926,0.933,0.0,0.5979,0.0,0.1877
1692073,0.261,0.0993,0.942,0.0,0.5907,0.0,0.1958
1692089,0.2507,0.0853,0.9405,0.0,0.5512,0.0,0.1539
1692106,0.2558,0.0821,0.9323,0.0,0.5302,0.0,0.112
1692122,0.2581,0.0856,0.9395,0.0,0.5447,0.0,0.1136
1692139,0.2595,0.0715,0.9316,0.0,0.5794,0.0,0.1547
1692155,0.2561,0.088,0.9323,0.0,0.5963,0.0,0.1998
1692171,0.2579,0.0762,0.9334,0.0,0.5754,0.0,0.1861
1692188,0.2544,0.0775,0.9299,0.0,0.5367,0.0,0.1321
1692204,0.2522,0.0789,0.9372,0.0,0.527,0.0,0.0999
1692221,0.2559,0.0798,0.9359,0.0,0.56,0.0,0.1273
1692237,0.2582,0.0784,0.9298,0.0,0.5907,0.0,0.1781
1692254,0.2618,0.0756,0.929,0.0,0.5963,0.0,0.199
1692270,0.2625,0.079,0.9329,0.0,0.5609,0.0,0.1668
1692287,0.2579,0.0816,0.9345,0.0,0.531,0.0,0.1184
1692303,0.249,0.0833,0.9364,0.0,0.5318,0.0,0.1007
1692319,0.2465,0.0952,0.94,0.0,0.5729,0.0,0.141
1692336,0.2446,0.0731,0.9344,0.0,0.5955,0.0,0.1877
1692352,0.2499,0.0902,0.9458,0.0,0.5866,0.0,0.1893
1692369,0.2553,0.0586,0.9298,0.0,0.5488,0.0,0.1458
1692385,0.2649,0.0611,0.929,0.0,0.5335,0.0,0.112
1692403,0.2663,0.0614,0.9218,0.0,0.5407,0.0,0.1096
1692419,0.2591,0.0823,0.9316,0.0,0.5754,0.0,0.1458
1692436,0.2556,0.0805,0.9304,0.0,0.5971,0.0,0.1893
1692452,0.2454,0.0808,0.9342,0.0,0.5826,0.0,0.1853
1692468,0.2464,0.0772,0.9369,0.0,0.5455,0.0,0.137
1692484,0.2518,0.0793,0.9308,0.0,0.523,0.0,0.0991
1692501,0.2489,0.0739,0.9334,0.0,0.5592,0.0,0.1217
1692517,0.2554,0.0922,0.9358,0.0,0.5923,0.0,0.1764
1692534,0.2597,0.0842,0.9309,0.0,0.5979,0.0,0.2006
1692550,0.2579,0.0731,0.937,0.0,0.5649,0.0,0.17
1692567,0.2616,0.0867,0.9301,0.0,0.5335,0.0,0.1209
1692583,0.257,0.0665,0.935,0.0,0.5391,0.0,0.0991
1692600,0.2543,0.0944,0.9342,0.0,0.5729,0.0,0.1402
1692616,0.2535,0.074,0.9416,0.0,0.5971,0.0,0.1877
1692632,0.2531,0.0875,0.9331,0.0,0.5907,0.0,0.1926
1692649,0.2561,0.0777,0.9351,0.0,0.5536,0.0,0.1507
1692665,0.2531,0.0826,0.9365,0.0,0.5351,0.0,0.1104
1692682,0.2563,0.0776,0.9348,0.0,0.5504,0.0,0.1136
1692698,0.2555,0.0791,0.9333,0.0,0.5802,0.0,0.1603
1692715,0.2503,0.0816,0.9376,0.0,0.5987,0.0,0.1958
1692730,0.2487,0.0868,0.9387,0.0,0.5729,0.0,0.1748
1692747,0.2518,0.0877,0.9405,0.0,0.5359,0.0,0.1225
1692763,0.2537,0.0848,0.9373,0.0,0.5343,0.0,0.0991
1692780,0.2558,0.0754,0.9392,0.0,0.5665,0.0,0.1354
1692796,0.2586,0.0751,0.9234,0.0,0.5987,0.0,0.1877
1692813,0.2554,0.0651,0.935,0.0,0.5955,0.0,0.199
1692829,0.257,0.0856,0.9321,0.0,0.5576,0.0,0.1531
1692846,0.2584,0.0785,0.9338,0.0,0.5278,0.0,0.1104
1692862,0.2593,0.0804,0.9347,0.0,0.5504,0.0,0.1112
1692879,0.2601,0.086,0.9307,0.0,0.5762,0.0,0.1539
1692895,0.2518,0.0596,0.9343,0.0,0.5963,0.0,0.1934
1692911,0.2497,0.0934,0.9396,0.0,0.5826,0.0,0.1861
1692928,0.2517,0.0945,0.9416,0.0,0.5439,0.0,0.1362
1692944,0.2538,0.066,0.9314,0.0,0.5262,0.0,0.0991
1692961,0.2605,0.0778,0.935,0.0,0.5504,0.0,0.1249
1692977,0.2619,0.0763,0.9276,0.0,0.5874,0.0,0.1724
1692994,0.2654,0.0847,0.9315,0.0,0.5955,0.0,0.199
1693010,0.2611,0.079,0.9295,0.0,0.5568,0.0,0.1636
1693026,0.2515,0.0798,0.935,0.0,0.5262,0.0,0.12
1693042,0.2524,0.0717,0.9382,0.0,0.5375,0.0,0.1072
1693059,0.2567,0.0922,0.9359,0.0,0.5721,0.0,0.1482
1693075,0.2502,0.0781,0.9361,0.0,0.5955,0.0,0.1926
1693092,0.2502,0.0859,0.9387,0.0,0.585,0.0,0.1877
1693108,0.2544,0.08,0.9385,0.0,0.5383,0.0,0.1345
1693124,0.2538,0.0797,0.9338,0.0,0.5262,0.0,0.1023
1693140,0.2472,0.0678,0.9376,0.0,0.5568,0.0,0.1265
1693157,0.2543,0.09,0.9374,0.0,0.5907,0.0,0.1781
1693173,0.2587,0.0807,0.9342,0.0,0.5963,0.0,0.2014
1693190,0.2547,0.0812,0.9365,0.0,0.56,0.0,0.17
1693206,0.2546,0.0785,0.9347,0.0,0.5294,0.0,0.1152
1693223,0.2604,0.0807,0.9294,0.0,0.5351,0.0,0.1023
1693239,0.2606,0.0858,0.9329,0.0,0.5673,0.0,0.1507
1693255,0.259,0.0743,0.9294,0.0,0.5923,0.0,0.1958
1693271,0.2551,0.0838,0.9358,0.0,0.577,0.0,0.1853
1693288,0.2544,0.0751,0.9367,0.0,0.5399,0.0,0.1394
1693304,0.2566,0.082,0.9362,0.0,0.5246,0.0,0.1072
1693321,0.253,0.0753,0.9366,0.0,0.552,0.0,0.1225
1693337,0.2579,0.0779,0.9309,0.0,0.5874,0.0,0.1764
1693354,0.2511,0.0909,0.9403,0.0,0.5947,0.0,0.2038
1693370,0.2555,0.0836,0.9382,0.0,0.5592,0.0,0.1652
1693386,0.2584,0.079,0.9334,0.0,0.5254,0.0,0.1152
1693402,0.263,0.0735,0.9339,0.0,0.5359,0.0,0.1104
1693419,0.2603,0.0735,0.9305,0.0,0.5665,0.0,0.141
1693435,0.2629,0.0823,0.9307,0.0,0.5963,0.0,0.1909
1693452,0.2535,0.0709,0.9322,0.0,0.5834,0.0,0.1901
1693468,0.2509,0.0908,0.9391,0.0,0.5447,0.0,0.1458
1693485,0.2512,0.0835,0.9422,0.0,0.5286,0.0,0.1152
1693502,0.2454,0.0872,0.9406,0.0,0.5407,0.0,0.112
1693519,0.2517,0.0835,0.9419,0.0,0.5762,0.0,0.1499
1693535,0.2567,0.0913,0.9377,0.0,0.5987,0.0,0.1958
1693552,0.2555,0.0746,0.9368,0.0,0.5826,0.0,0.1869
1693568,0.2549,0.0932,0.9401,0.0,0.5455,0.0,0.1378
1693584,0.2562,0.0746,0.9389,0.0,0.5278,0.0,0.0991
1693601,0.2558,0.0903,0.9361,0.0,0.552,0.0,0.1184
1693617,0.2572,0.0744,0.9345,0.0,0.5874,0.0,0.17
1693634,0.2528,0.061,0.9295,0.0,0.5987,0.0,0.1974
1693650,0.2576,0.0895,0.9367,0.0,0.5745,0.0,0.1748
1693667,0.2591,0.0587,0.9339,0.0,0.5343,0.0,0.1209
1693683,0.2541,0.078,0.9249,0.0,0.5375,0.0,0.1063
1693700,0.2521,0.0588,0.9345,0.0,0.5737,0.0,0.137
1693716,0.2527,0.0984,0.938,0.0,0.5939,0.0,0.1893
1693732,0.2478,0.0816,0.9355,0.0,0.5923,0.0,0.1982
1693749,0.2477,0.0816,0.9396,0.0,0.5568,0.0,0.1523
1693765,0.2494,0.0818,0.9392,0.0,0.5262,0.0,0.1112
1693782,0.2562,0.0824,0.9315,0.0,0.5463,0.0,0.1136
1693798,0.259,0.0781,0.9325,0.0,0.5842,0.0,0.1636
1693814,0.26,0.0943,0.9353,0.0,0.6003,0.0,0.2014
1693831,0.2564,0.0876,0.94,0.0,0.5762,0.0,0.1829
1693847,0.2609,0.0857,0.9362,0.0,0.5375,0.0,0.1321
1693863,0.2574,0.0821,0.9316,0.0,0.5302,0.0,0.0991
1693880,0.261,0.0697,0.9322,0.0,0.5633,0.0,0.1362
1693896,0.2612,0.0828,0.9389,0.0,0.5971,0.0,0.1821
1693913,0.2598,0.083,0.9347,0.0,0.5923,0.0,0.2006
1693929,0.2561,0.0718,0.9326,0.0,0.5584,0.0,0.1636
1693946,0.256,0.0798,0.9353,0.0,0.5302,0.0,0.1136
1693962,0.2537,0.0805,0.9397,0.0,0.5383,0.0,0.1112
1693979,0.2514,0.0807,0.9379,0.0,0.5729,0.0,0.1499
1693995,0.2531,0.0807,0.9334,0.0,0.5915,0.0,0.1893
1694011,0.2461,0.0854,0.9438,0.0,0.5778,0.0,0.1893
1694028,0.2532,0.0773,0.9284,0.0,0.5439,0.0,0.1434
1694044,0.2547,0.0766,0.9289,0.0,0.5278,0.0,0.1023
1694061,0.2541,0.0834,0.9415,0.0,0.5536,0.0,0.1217
1694077,0.2604,0.0794,0.9312,0.0,0.5866,0.0,0.166
1694094,0.2596,0.0907,0.9382,0.0,0.5971,0.0,0.1998
1694110,0.261,0.0787,0.9328,0.0,0.5737,0.0,0.1772
1694127,0.2551,0.0798,0.9345,0.0,0.5343,0.0,0.1209
1694143,0.2576,0.0739,0.9326,0.0,0.5343,0.0,0.0991
1694159,0.2529,0.0719,0.9372,0.0,0.5673,0.0,0.1378
1694176,0.2561,0.0759,0.9347,0.0,0.5955,0.0,0.1861
1694192,0.2567,0.0789,0.9344,0.0,0.5923,0.0,0.1926
1694209,0.2561,0.077,0.9346,0.0,0.5592,0.0,0.1595
1694225,0.2594,0.0774,0.9293,0.0,0.5318,0.0,0.112
1694242,0.2581,0.0784,0.9391,0.0,0.5472,0.0,0.1136
1694258,0.2527,0.081,0.9363,0.0,0.5826,0.0,0.1539
1694275,0.248,0.0732,0.9348,0.0,0.6003,0.0,0.199
1694291,0.2528,0.0801,0.9416,0.0,0.581,0.0,0.1845
1694307,0.2542,0.0789,0.9314,0.0,0.5472,0.0,0.1386
1694324,0.2582,0.078,0.9324,0.0,0.531,0.0,0.1072
1694340,0.2566,0.0748,0.9323,0.0,0.5584,0.0,0.1249
1694357,0.2602,0.0802,0.9344,0.0,0.5955,0.0,0.1829
1694373,0.2586,0.0688,0.931,0.0,0.5979,0.0,0.2119
1694390,0.2568,0.0837,0.9324,0.0,0.5649,0.0,0.1732
1694406,0.254,0.0801,0.9374,0.0,0.5335,0.0,0.1096
1694423,0.2503,0.0775,0.9391,0.0,0.5391,0.0,0.1096
1694439,0.2531,0.0844,0.9354,0.0,0.5745,0.0,0.1442
1694455,0.251,0.0777,0.9399,0.0,0.5971,0.0,0.1877
1694472,0.2555,0.0843,0.9368,0.0,0.5882,0.0,0.1918
1694488,0.2549,0.0844,0.9397,0.0,0.5528,0.0,0.1499
1694505,0.2555,0.0824,0.9332,0.0,0.5318,0.0,0.112
1694521,0.2608,0.0784,0.9377,0.0,0.5536,0.0,0.1233
1694537,0.2595,0.0752,0.9331,0.0,0.5891,0.0,0.1716
1694553,0.2543,0.0782,0.9359,0.0,0.5987,0.0,0.1998
1694570,0.2536,0.0708,0.9374,0.0,0.5745,0.0,0.1764
1694588,0.2512,0.0809,0.9357,0.0,0.5463,0.0,0.1378
1694604,0.247,0.0798,0.9372,0.0,0.531,0.0,0.1063
1694620,0.2494,0.0852,0.94,0.0,0.5584,0.0,0.1249
1694637,0.2509,0.0904,0.9399,0.0,0.5882,0.0,0.1756
1694653,0.2526,0.0729,0.934,0.0,0.6003,0.0,0.2103
1694670,0.2553,0.0694,0.9343,0.0,0.5729,0.0,0.1748
1694686,0.2573,0.0725,0.9289,0.0,0.5351,0.0,0.1241
1694703,0.2611,0.0785,0.9296,0.0,0.5351,0.0,0.1023
1694719,0.2598,0.0825,0.9351,0.0,0.5762,0.0,0.1499
1694735,0.2585,0.0815,0.9361,0.0,0.5979,0.0,0.1885
1694752,0.2555,0.0783,0.934,0.0,0.5858,0.0,0.1926
1694768,0.2539,0.078,0.9317,0.0,0.5488,0.0,0.145
1694784,0.2535,0.0808,0.9363,0.0,0.5278,0.0,0.1096
1694801,0.2546,0.0808,0.9365,0.0,0.552,0.0,0.12
1694817,0.2519,0.081,0.9339,0.0,0.5874,0.0,0.1652
1694834,0.2486,0.0825,0.9391,0.0,0.6011,0.0,0.2006
1694850,0.247,0.0819,0.938,0.0,0.5641,0.0,0.1684
1694866,0.2477,0.0821,0.9387,0.0,0.5367,0.0,0.1184
1694882,0.2523,0.0775,0.939,0.0,0.5391,0.0,0.0975
1694899,0.2505,0.077,0.9366,0.0,0.5713,0.0,0.141
1694915,0.2563,0.0783,0.9384,0.0,0.5979,0.0,0.1893
1694932,0.2605,0.0743,0.9262,0.0,0.5891,0.0,0.1942
1694948,0.2554,0.0726,0.9316,0.0,0.552,0.0,0.1491
1694965,0.2568,0.076,0.9294,0.0,0.531,0.0,0.1112
1694981,0.2547,0.0808,0.9389,0.0,0.5488,0.0,0.1209
1694998,0.2488,0.0809,0.9365,0.0,0.5826,0.0,0.1627
1695014,0.2523,0.0827,0.9361,0.0,0.6003,0.0,0.1982
1695030,0.2489,0.0815,0.9385,0.0,0.5794,0.0,0.1853
1695047,0.2495,0.0815,0.9344,0.0,0.5391,0.0,0.1289
1695063,0.2499,0.0821,0.9391,0.0,0.531,0.0,0.1023
1695080,0.2542,0.0785,0.9334,0.0,0.5625,0.0,0.1329
1695096,0.2551,0.0793,0.9326,0.0,0.5963,0.0,0.1837
1695113,0.2516,0.0851,0.9356,0.0,0.5939,0.0,0.2022
1695129,0.2522,0.085,0.9372,0.0,0.5641,0.0,0.1708
1695146,0.2532,0.0848,0.9284,0.0,0.5359,0.0,0.1184
1695162,0.2702,0.0779,0.9211,0.0,0.5391,0.0,0.1096
1695178,0.2497,0.0877,0.9382,0.0,0.5754,0.0,0.1491
1695195,0.2612,0.0794,0.9372,0.0,0.5971,0.0,0.1982
1695211,0.2539,0.0897,0.9371,0.0,0.5834,0.0,0.1885
1695228,0.2609,0.0842,0.9305,0.0,0.548,0.0,0.1458
1695244,0.2528,0.0915,0.9456,0.0,0.5302,0.0,0.1072
1695261,0.2536,0.0882,0.9398,0.0,0.5528,0.0,0.1217
1695277,0.2516,0.0789,0.9314,0.0,0.5899,0.0,0.1764
1695293,0.2541,0.0823,0.9356,0.0,0.5963,0.0,0.2022
1695309,0.2584,0.0791,0.9303,0.0,0.5641,0.0,0.1708
1695326,0.2592,0.0759,0.9328,0.0,0.5278,0.0,0.1233
1695342,0.2543,0.0743,0.9364,0.0,0.5343,0.0,0.1088
1695359,0.2514,0.0736,0.9338,0.0,0.5649,0.0,0.1434
1695375,0.249,0.076,0.9369,0.0,0.5955,0.0,0.1893
1695392,0.2452,0.0735,0.9383,0.0,0.5891,0.0,0.1909
1695408,0.2481,0.0802,0.9395,0.0,0.5439,0.0,0.141
1695424,0.244,0.0795,0.9381,0.0,0.531,0.0,0.108
1695440,0.2501,0.0772,0.9356,0.0,0.5528,0.0,0.1225
1695457,0.2475,0.0636,0.9339,0.0,0.5866,0.0,0.1748
1695473,0.256,0.0803,0.9332,0.0,0.5979,0.0,0.2006
1695490,0.2504,0.0787,0.938,0.0,0.5665,0.0,0.1837
1695506,0.2499,0.0814,0.9389,0.0,0.5327,0.0,0.1265
1695523,0.2518,0.0753,0.9355,0.0,0.5318,0.0,0.1063
1695539,0.2544,0.0777,0.9347,0.0,0.5633,0.0,0.1386
1695556,0.2571,0.0798,0.9327,0.0,0.5907,0.0,0.1893
1695572,0.2551,0.0685,0.9316,0.0,0.5858,0.0,0.1974
1695589,0.2572,0.0809,0.9351,0.0,0.552,0.0,0.1531
1695605,0.2532,0.0821,0.9326,0.0,0.5246,0.0,0.1112
1695621,0.2466,0.0828,0.9374,0.0,0.5415,0.0,0.1152
1695638,0.2454,0.0865,0.9418,0.0,0.5778,0.0,0.1587
1695654,0.2469,0.0839,0.9363,0.0,0.5955,0.0,0.199
1695671,0.2535,0.0803,0.9359,0.0,0.5794,0.0,0.1926
1695688,0.2569,0.0791,0.9368,0.0,0.5536,0.0,0.1603
1695705,0.2617,0.0757,0.9287,0.0,0.5262,0.0,0.1184
1695721,0.2578,0.0759,0.9309,0.0,0.5472,0.0,0.1144
1695738,0.2524,0.0767,0.9366,0.0,0.5826,0.0,0.1603
1695754,0.2517,0.081,0.9369,0.0,0.5963,0.0,0.2006
1695770,0.2485,0.0853,0.94,0.0,0.5729,0.0,0.1781
1695786,0.2493,0.0893,0.9397,0.0,0.5343,0.0,0.1265
1695803,0.2505,0.0792,0.9334,0.0,0.5327,0.0,0.1007
1695819,0.2481,0.08,0.9379,0.0,0.5625,0.0,0.1354
1695836,0.2466,0.0716,0.9344,0.0,0.5907,0.0,0.1837
1695852,0.252,0.0761,0.9345,0.0,0.5899,0.0,0.2006
1695869,0.2576,0.0713,0.9345,0.0,0.5576,0.0,0.1652
1695885,0.2625,0.074,0.9315,0.0,0.5294,0.0,0.112
1695902,0.2583,0.0659,0.929,0.0,0.5455,0.0,0.1136
1695918,0.2552,0.0734,0.9325,0.0,0.5794,0.0,0.1587
1695934,0.2529,0.0802,0.9389,0.0,0.5979,0.0,0.1918
1695951,0.2531,0.0767,0.933,0.0,0.5834,0.0,0.1877
1695967,0.2543,0.0753,0.9364,0.0,0.5455,0.0,0.1402
1695984,0.2575,0.0805,0.9385,0.0,0.5278,0.0,0.0983
1696000,0.2587,0.0729,0.9325,0.0,0.5576,0.0,0.1233
1696017,0.2548,0.0768,0.9334,0.0,0.5866,0.0,0.1764
1696033,0.25,0.0792,0.9344,0.0,0.5955,0.0,0.2006
1696050,0.2531,0.0856,0.9365,0.0,0.5617,0.0,0.1748
1696066,0.2511,0.0747,0.9343,0.0,0.5278,0.0,0.12
1696082,0.2536,0.0763,0.9327,0.0,0.5343,0.0,0.1023
1696099,0.2487,0.0719,0.9373,0.0,0.5649,0.0,0.1442
1696115,0.2487,0.0808,0.9408,0.0,0.5947,0.0,0.1909
1696132,0.2508,0.0733,0.9363,0.0,0.5858,0.0,0.1966
1696148,0.2476,0.0736,0.9382,0.0,0.5407,0.0,0.141
1696164,0.2539,0.0856,0.9399,0.0,0.5214,0.0,0.1088
1696181,0.2544,0.0734,0.9329,0.0,0.5488,0.0,0.1152
1696197,0.2503,0.0718,0.9356,0.0,0.5842,0.0,0.1708
1696213,0.2589,0.0837,0.9347,0.0,0.5971,0.0,0.203
1696230,0.2524,0.0784,0.9408,0.0,0.5713,0.0,0.1813
1696246,0.2535,0.07,0.9361,0.0,0.5351,0.0,0.1241
1696263,0.2498,0.0771,0.936,0.0,0.5278,0.0,0.0991
1696279,0.2529,0.0795,0.941,0.0,0.5649,0.0,0.1386
1696296,0.2557,0.0779,0.9359,0.0,0.5955,0.0,0.1845
1696312,0.2594,0.0728,0.9286,0.0,0.5891,0.0,0.2006
1696329,0.2653,0.0707,0.9293,0.0,0.5568,0.0,0.1603
1696345,0.2609,0.0718,0.9313,0.0,0.527,0.0,0.1152
1696361,0.2513,0.0741,0.9379,0.0,0.5383,0.0,0.1184
1696378,0.2497,0.0957,0.9382,0.0,0.5762,0.0,0.1603
1696394,0.237,0.078,0.9466,0.0,0.5947,0.0,0.199
1696411,0.2405,0.082,0.9458,0.0,0.5794,0.0,0.1893
1696427,0.246,0.0747,0.938,0.0,0.5375,0.0,0.1386
1696444,0.2541,0.0704,0.9339,0.0,0.5254,0.0,0.1007
1696460,0.2598,0.0687,0.9319,0.0,0.5584,0.0,0.1225
1696477,0.2638,0.068,0.9296,0.0,0.5899,0.0,0.1732
1696493,0.2642,0.0672,0.9308,0.0,0.5971,0.0,0.203
1696509,0.257,0.073,0.936,0.0,0.5649,0.0,0.1724
1696526,0.2533,0.0738,0.9352,0.0,0.5318,0.0,0.1209
1696542,0.2515,0.0746,0.9347,0.0,0.5343,0.0,0.1007
1696559,0.2512,0.0749,0.938,0.0,0.5721,0.0,0.141
1696575,0.2505,0.078,0.9404,0.0,0.5971,0.0,0.1958
1696591,0.2506,0.0768,0.9408,0.0,0.5842,0.0,0.1901
1696608,0.2513,0.0747,0.9351,0.0,0.5431,0.0,0.1402
1696624,0.2532,0.0738,0.936,0.0,0.527,0.0,0.1072
1696640,0.26,0.0683,0.9328,0.0,0.552,0.0,0.1289
1696657,0.2656,0.0769,0.9279,0.0,0.5858,0.0,0.1732
1696673,0.2615,0.0674,0.9298,0.0,0.5979,0.0,0.2087
1696690,0.2587,0.0529,0.928,0.0,0.5665,0.0,0.1797
1696706,0.2622,0.0467,0.9318,0.0,0.5327,0.0,0.1233
1696723,0.2559,0.0931,0.9401,0.0,0.5286,0.0,0.1063
1696739,0.2637,0.0784,0.928,0.0,0.56,0.0,0.1402
1696756,0.2459,0.0896,0.9488,0.0,0.5891,0.0,0.1845
1696772,0.2552,0.0851,0.9432,0.0,0.5931,0.0,0.2038
1696790,0.2403,0.0836,0.9449,0.0,0.5633,0.0,0.1781
1696806,0.2463,0.0684,0.9477,0.0,0.5262,0.0,0.1233
1696823,0.2463,0.0945,0.9382,0.0,0.5302,0.0,0.1063
1696839,0.2519,0.0695,0.9403,0.0,0.5609,0.0,0.1386
1696855,0.2548,0.0715,0.9331,0.0,0.5939,0.0,0.1861
1696872,0.2515,0.0841,0.9362,0.0,0.5866,0.0,0.1974
1696888,0.2487,0.0911,0.9436,0.0,0.5504,0.0,0.1619
1696905,0.2439,0.0971,0.9456,0.0,0.527,0.0,0.112
1696921,0.2522,0.0729,0.9397,0.0,0.5472,0.0,0.12
